Altium Designer Pick and Place Locations
C:\Users\Lingke\Desktop\Personal\Altium\WPT Round 3 RX\Project Outputs for WPT Round 3 RX\Pick Place\Pick Place for RX Layout.csv

========================================================================================================================
File Design Information:

Date:       02/01/22
Time:       19:22
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"U1","Shunt Voltage Reference Diode","TopLayer","SOT23-3_N","42.0500","11.6958","270","Shunt voltage reference, adjustable, 1.24 to 10V, 0.5% precision, 3-Pin SOT23-3L, Tape and Reel"
"TP10","TP","BottomLayer","TEST_POINT","23.0000","56.0000","90","Test Point 1mm by 1mm"
"TP9","TP","BottomLayer","TEST_POINT","18.0000","6.5000","180","Test Point 1mm by 1mm"
"TP8","TP","BottomLayer","TEST_POINT","29.9000","45.5000","180","Test Point 1mm by 1mm"
"TP7","TP","BottomLayer","TEST_POINT","13.1000","15.6000","180","Test Point 1mm by 1mm"
"TP6","TP","BottomLayer","TEST_POINT","45.0000","11.2000","180","Test Point 1mm by 1mm"
"TP5","TP","BottomLayer","TEST_POINT","37.2000","13.6000","180","Test Point 1mm by 1mm"
"TP4","TP","BottomLayer","TEST_POINT","21.4000","42.0000","180","Test Point 1mm by 1mm"
"TP3","TP","BottomLayer","TEST_POINT","20.8000","19.1000","180","Test Point 1mm by 1mm"
"TP2","TP","BottomLayer","TEST_POINT","18.4000","45.3000","180","Test Point 1mm by 1mm"
"TP1","TP","BottomLayer","TEST_POINT","23.0000","15.8000","180","Test Point 1mm by 1mm"
"RT1","Thermistor 10K","TopLayer","THRMC2012X95N","30.8000","18.9000","90","Thermistor 10Kohm B Parameter: 3950k"
"R31","56K","TopLayer","0805_RESISTOR","83.3993","20.3000","0","56K Ohm Resistor"
"R30","200 Ohm / 25W","TopLayer","PWR163S253000FE","64.1458","38.0000","180","Resistor 200 Ohm / 25W"
"R29","1M ohm","TopLayer","FP-CRCW0805-E3-MFG","86.3993","20.5000","90","RES Thick Film, 1MO, 1%, 0.125W, 100ppm/°C, 0805
1M Ohm Resistor"
"R28","200 Ohm / 25W","TopLayer","PWR163S253000FE","68.3058","51.2493","0","Resistor 200 Ohm / 25W"
"R27","5K Ohm","TopLayer","FP-CRCW0805-E3-MFG","50.5000","51.9000","0","Resistor 5K Ohm"
"R26","2KO","TopLayer","FP-CRCW0805-E3-MFG","40.2838","28.5822","0","RES Thick Film, 2kO, 1%, 0.125W, 100ppm/°C, 0805"
"R25","15K","TopLayer","0805_RESISTOR","46.0000","48.4000","270","15K Ohm Resistor"
"R24","470R","TopLayer","FP-CRCW0805-E3-MFG","65.3000","20.3000","0","Resistor 470 Ohm"
"R23","470R","TopLayer","FP-CRCW0805-E3-MFG","65.6000","25.6000","0","Resistor 470 Ohm"
"R22","3R","TopLayer","1206_RESISTOR","61.1615","49.5458","0","Resistor 3 Ohm"
"R21","10KR","TopLayer","FP-CRCW0805-E3-MFG","25.6000","56.0000","180","Resistor 10K Ohm"
"R20","10KR","TopLayer","FP-CRCW0805-E3-MFG","15.5000","6.6000","0","Resistor 10K Ohm"
"R19","10KR","TopLayer","FP-CRCW0805-E3-MFG","28.5000","52.5000","270","Resistor 10K Ohm"
"R18","10KR","TopLayer","FP-CRCW0805-E3-MFG","19.5000","12.4700","90","Resistor 10K Ohm"
"R17","10K","TopLayer","0805_RESISTOR","43.2000","15.5000","270","High Presicion 10K Ohm"
"R16","10R","TopLayer","FP-CRCW1206-E3-IPC_A","26.2000","49.8000","0","RES Thick Film, 10O, 1%, 0.25W, 100ppm/°C, 1206
MOSFET Gate Resistor 10Ohm"
"R15","10R","TopLayer","FP-CRCW1206-E3-IPC_A","15.4000","12.8000","0","RES Thick Film, 10O, 1%, 0.25W, 100ppm/°C, 1206
MOSFET Gate Resistor 10Ohm"
"R14","1KR","TopLayer","FP-CRCW0805-E3-MFG","23.0000","49.8000","270","Resistor 1k Ohm"
"R13","1KR","TopLayer","FP-CRCW0805-E3-MFG","19.2000","9.2000","270","Resistor 1k Ohm"
"R12","15K","TopLayer","0805_RESISTOR","41.2000","15.5000","90","High Presicion 15K Ohm"
"R11","10k","TopLayer","0805_RESISTOR","38.9000","16.0000","270","High Presition and High reliability 10K Ohm Resistor"
"R10","1KR","TopLayer","FP-CRCW0805-E3-MFG","41.7000","18.5000","0","Resistor 1k Ohm"
"R9","10KR","TopLayer","FP-CRCW0805-E3-MFG","15.9000","56.0000","180","Resistor 10K Ohm"
"R8","10KR","TopLayer","FP-CRCW0805-E3-MFG","26.5000","6.6000","0","Resistor 10K Ohm"
"R7","10KR","TopLayer","FP-CRCW0805-E3-MFG","19.5000","49.8000","90","Resistor 10K Ohm"
"R6","10KR","TopLayer","FP-CRCW0805-E3-MFG","23.4000","9.5000","90","Resistor 10K Ohm"
"R5","10R","TopLayer","FP-CRCW1206-E3-IPC_A","16.3000","49.7000","0","RES Thick Film, 10O, 1%, 0.25W, 100ppm/°C, 1206
MOSFET Gate Resistor 10Ohm"
"R4","10R","TopLayer","FP-CRCW1206-E3-IPC_A","25.0000","12.8000","180","RES Thick Film, 10O, 1%, 0.25W, 100ppm/°C, 1206
MOSFET Gate Resistor 10Ohm"
"R3","1KR","TopLayer","FP-CRCW0805-E3-MFG","13.0208","51.7000","270","Resistor 1k Ohm"
"R2","1KR","TopLayer","FP-CRCW0805-E3-MFG","28.8000","13.0000","90","Resistor 1k Ohm"
"R1","0R005 5W","TopLayer","FC4L110R005FER","72.0000","25.0000","180","Resistor 0R005 5W"
"P5","61300211121","TopLayer","61300211121","72.0000","40.0000","0","WR-PHD Pin Header, THT, pitch 2.54mm, Single Row, Vertical, 2p"
"P4","61300211121","TopLayer","61300211121","72.0000","43.0000","0","WR-PHD Pin Header, THT, pitch 2.54mm, Single Row, Vertical, 2p"
