Altium Designer Pick and Place Locations
C:\Users\Lingke\Desktop\Personal\Altium\WPT Round 2.1 RX\Project Outputs for WPT Round 2.1 RX\Pick Place\Pick Place for WPT Round 2.1 RX Layout.csv

========================================================================================================================
File Design Information:

Date:       04/12/21
Time:       00:42
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R17","10R","TopLayer","FP-CRCW1206-e3-IPC_A","10.4166","14.2000","0","RES Thick Film, 10O, 1%, 0.25W, 100ppm/°C, 1206
MOSFET Gate Resistor 10Ohm"
"R16","1K","TopLayer","FP-CRCW0805-e3-MFG","20.5000","54.0000","270","Resistor 1k Ohm"
"R15","1K","TopLayer","FP-CRCW0805-e3-MFG","14.9000","10.2000","270","Resistor 1k Ohm"
"R6","10R","TopLayer","FP-CRCW1206-e3-IPC_A","14.0000","51.8000","0","RES Thick Film, 10O, 1%, 0.25W, 100ppm/°C, 1206
MOSFET Gate Resistor 10Ohm"
"R5","10R","TopLayer","FP-CRCW1206-e3-IPC_A","21.5000","14.2000","180","RES Thick Film, 10O, 1%, 0.25W, 100ppm/°C, 1206
MOSFET Gate Resistor 10Ohm"
"R3","1K","TopLayer","FP-CRCW0805-e3-MFG","11.0000","54.6000","270","Resistor 1k Ohm"
"R2","1K","TopLayer","FP-CRCW0805-e3-MFG","24.9000","13.7000","90","Resistor 1k Ohm"
"M4","Mosfet","TopLayer","TRANS_BSZ037N06LS5ATMA1","10.7800","20.3750","0","Further performance improvements with best-in-class OptiMOSâ„¢ 5 60V power MOSFET in high performance PQFN 3.3x3.3mm package
MOSFET Diode"
"M3","Mosfet","TopLayer","TRANS_BSZ037N06LS5ATMA1","24.9200","46.3250","180","Further performance improvements with best-in-class OptiMOSâ„¢ 5 60V power MOSFET in high performance PQFN 3.3x3.3mm package
MOSFET Diode"
"M2","Mosfet","TopLayer","TRANS_BSZ037N06LS5ATMA1","19.2800","20.3750","0","Further performance improvements with best-in-class OptiMOSâ„¢ 5 60V power MOSFET in high performance PQFN 3.3x3.3mm package
MOSFET Diode"
"M1","Mosfet","TopLayer","TRANS_BSZ037N06LS5ATMA1","14.9200","46.3250","180","Further performance improvements with best-in-class OptiMOSâ„¢ 5 60V power MOSFET in high performance PQFN 3.3x3.3mm package
MOSFET Diode"
"IC7","Op-Amp","TopLayer","ADI-RJ-5_N","50.5000","24.5000","270","Single Channel RRIO Operational Amplifier, 80 MHz BW, 35 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"
"IC6","Amplifier","TopLayer","SOIC127P600X175-8N","64.5000","48.0000","180","Integrated Circuit Amplifier"
"IC5","Gate Drive","TopLayer","SOT95P280X145-5N","24.0000","56.5000","270","Gate Driver IC"
"IC4","Gate Drive","TopLayer","SOT95P280X145-5N","10.7000","10.2000","90","Gate Driver IC"
"IC3","Gate Drive","TopLayer","SOT95P280X145-5N","14.0000","56.5000","270","Gate Driver IC"
"IC2","Gate Drive","TopLayer","SOT95P280X145-5N","21.2000","10.2000","90","Gate Driver IC"
"D2","Schottky Diode","TopLayer","RB400VAM50TR","18.5500","60.0000","270","Schottky Diode"
"D1","Schottky Diode","TopLayer","RB400VAM50TR","19.7500","7.2000","270","Schottky Diode"
"C51","33pF/50V","TopLayer","CAPC2012X90N","53.6793","23.7603","90","Capacitor 33pF/50V"
"C50","1nF/50V","TopLayer","CAPC2012X90N","61.1443","22.4303","180","1nF/50V"
"C49","1nF/50V","TopLayer","CAPC2012X90N","53.9235","27.5000","180","1nF/50V"
"C48","10nF/50V","TopLayer","0805_Capacitor","63.0000","24.9377","0","10nF/50V"
"C47","100nF/50V","TopLayer","CAPC2012X90N","47.5958","24.5000","270","100nF/50V"
"C46","100nF/50V","TopLayer","CAPC2012X90N","59.5000","47.0000","90","100nF/50V"
"C45","1nF/50V","TopLayer","CAPC2012X90N","61.8000","52.0000","270","1nF/50V"
"C44","1nF/50V","TopLayer","CAPC2012X90N","67.3000","52.0000","270","1nF/50V"
"C43","1nF/50V","TopLayer","CAPC2012X90N","64.5000","51.6000","180","1nF/50V"
"C39","4.7uF/50V","TopLayer","CAPC3225X280N","67.5115","38.0000","90","Capacitor 4.7uF/50V"
"C38","4.7uF/50V","TopLayer","CAPC3225X280N","70.9358","38.0000","90","Capacitor 4.7uF/50V"
"C32","100nF/50V","TopLayer","CAPC2012X90N","27.0000","57.4000","90","Capacitor 100nF/50V"
"C31","100pF","TopLayer","CAPC2012X70N","20.5000","57.0000","270","Capacitor 100pF"
"C30","100pF","TopLayer","CAPC2012X70N","13.2000","10.2000","90","Capacitor 100pF"
"C29","100nF/50V","TopLayer","CAPC2012X90N","10.3000","7.3000","180","Capacitor 100nF/50V"
"C27","100nF/50V","TopLayer","CAPC2012X90N","17.2000","57.5000","270","Capacitor 100nF/50V"
"C26","100pF","TopLayer","CAPC2012X70N","11.0000","57.7000","270","Capacitor 100pF"
"C25","100pF","TopLayer","CAPC2012X70N","24.7000","10.5000","90","Capacitor 100pF"
"C24","100nF/50V","TopLayer","CAPC2012X90N","18.2000","9.7000","270","Capacitor 100nF/50V"
"C13","4.7uF/100VDC","TopLayer","CAPC3225X280N","6.0000","51.0000","270","4.7uF/100VDC"
"C12","4.7uF/100VDC","TopLayer","CAPC3225X280N","6.0000","43.5000","90","4.7uF/100VDC"
"C11","4.7uF/100VDC","TopLayer","CAPC3225X280N","5.0196","20.5000","270","4.7uF/100VDC"
"C10","4.7uF/100VDC","TopLayer","CAPC3225X280N","5.0000","15.0000","90","4.7uF/100VDC"
"C9","470pF/200V","TopLayer","FP-C1206C-EB-MFG","21.2000","29.2000","90","CAP CER 470PF 200V 10% NP0 1206"
"C7","470pF/200V","TopLayer","FP-C1206C-EB-MFG","18.7085","29.2000","90","CAP CER 470PF 200V 10% NP0 1206"
"C6","47nF/250V","TopLayer","CAPC4532X350N","26.5000","37.2000","270","Capacitor
47nF/250V 
C0G"
"C5","470pF/200V","TopLayer","FP-C1206C-EB-MFG","16.2543","29.2000","90","CAP CER 470PF 200V 10% NP0 1206"
"C4","100nF/250V","TopLayer","CAPC4532X220N","22.5000","37.2000","270","100nF/250V"
"C3","470pF/200V","TopLayer","FP-C1206C-EB-MFG","13.8000","29.2000","90","CAP CER 470PF 200V 10% NP0 1206"
"C2","100nF/250V","TopLayer","CAPC4532X220N","18.5000","37.2000","270","100nF/250V"
"C1","100nF/250V","TopLayer","CAPC4532X220N","14.4000","37.2000","270","100nF/250V"
